,0,1,2,3,4
partner,0,0,0,0,0
paseo,0,0,0,0,0
paso,0,0,0,0,0
pass,0,0,0,0,1
passabl,0,0,0,0,0
passeng,0,0,0,0,0
passion,0,0,0,0,0
past,0,0,0,0,0
pastri,0,0,0,0,0
pat,0,0,0,0,0
patent,0,0,0,0,0
pathet,0,0,0,0,0
pathetic,0,0,0,0,0
patienc,0,0,0,0,0
patient,0,0,0,0,0
patiently,0,0,0,0,0
patio,0,0,0,0,0
patrol,0,0,0,0,0
patron,0,0,0,0,0
pattern,0,0,0,0,0
patti,0,0,0,0,0
paul,0,0,0,0,0
paus,0,0,0,0,0
pay,0,0,0,0,0
paycheck,0,0,0,0,0
payment,0,0,0,0,0
payrol,0,0,0,0,0
pc,0,0,0,0,0
pd,0,0,0,0,0
peac,0,0,0,0,0
peachtre,0,0,0,0,0
peak,0,0,0,0,0
peanut,0,0,0,0,0
pearland,0,0,0,0,0
peco,0,0,0,0,0
peculiar,0,0,0,0,0
peddler,0,0,0,0,0
pedestrian,0,0,0,0,0
pediatrician,0,0,0,0,0
pee,0,0,0,0,0
peek,0,0,0,0,0
peep,0,0,0,0,0
peev,0,0,0,0,0
peic,0,0,0,0,0
pen,0,0,0,0,0
pencil,0,0,0,0,0
penguin,0,0,0,0,0
penn,0,0,0,0,0
penni,0,0,0,0,0
peopl,0,0,0,0,0
people,0,0,0,0,0
peopleghetto,0,0,0,0,0
pepper,0,0,0,0,0
peppermint,0,0,0,0,0
pepsi,0,0,0,0,0
per,0,0,0,0,0
percent,0,0,0,0,0
percept,0,0,0,0,0
perfect,0,0,0,0,0
perfectli,0,0,0,0,0
perform,0,0,0,0,0
perhap,0,0,0,0,0
perimet,0,0,0,0,0
period,0,0,0,0,0
perk,0,0,0,0,0
perla,0,0,0,0,0
perman,0,0,0,0,0
permit,0,0,0,0,0
perpitr,0,0,0,0,0
perplex,0,0,0,0,0
person,0,0,0,0,0
personnel,0,0,0,0,0
perspect,0,0,0,0,0
perus,0,0,0,0,0
pescetarian,0,0,0,0,0
pet,0,0,0,0,0
petit,0,0,0,0,0
petroluem,0,0,0,0,0
petti,0,0,0,0,0
phew,0,0,0,0,0
philippin,0,0,0,0,0
philosoph,0,0,0,0,0
philosophi,0,0,0,0,0
phlegm,0,0,0,0,0
phone,0,0,0,0,0
phones,0,0,0,0,0
phoni,0,0,0,0,0
photo,0,0,0,0,0
photos,0,0,0,0,0
physic,0,0,0,0,0
pic,0,0,0,0,0
picant,0,0,0,0,0
pick,0,0,0,0,0
picki,0,0,0,0,0
pickl,0,0,0,0,0
pickles,0,0,0,0,0
pickup,0,0,0,0,0
pictur,0,0,0,0,0
pie,0,0,0,0,0
piec,0,0,0,0,0
pierc,0,0,0,0,0
pig,0,0,0,0,0
pigeon,0,0,0,0,0
pile,0,0,0,0,0
pillow,0,0,0,0,0
pilsen,0,0,0,0,0
pimp,0,0,0,0,0
pin,0,0,0,0,0
pinch,0,0,0,0,0
pineappl,0,0,0,0,0
pink,0,0,0,0,0
pipe,0,0,0,0,0
pipene,0,0,0,0,0
piss,0,0,0,0,0
pissi,0,0,0,0,0
pit,0,0,0,0,0
pitch,0,0,0,0,0
piti,0,0,0,0,0
pits,0,0,0,0,0
pitstop,0,0,0,0,0
pixel,0,0,0,0,0
pizza,0,0,0,0,0
pj,0,0,0,0,0
pkwi,0,0,0,0,0
placat,0,0,0,0,0
place,0,0,0,0,1
plaid,0,0,0,0,0
plain,0,0,0,0,0
plainli,0,0,0,0,0
plan,0,0,0,0,0
plane,0,0,0,0,0
planet,0,0,0,0,0
plano,0,0,0,0,0
plant,0,0,0,0,0
planter,0,0,0,0,0
plastic,0,0,0,0,0
plate,0,0,0,0,0
platform,0,0,0,0,0
platter,0,0,1,0,0
play,0,0,0,0,0
player,0,0,0,0,0
playeruh,0,0,0,0,0
playground,0,0,0,0,0
playhous,0,0,0,0,0
playland,0,0,0,0,0
playpen,0,0,0,0,0
playplac,0,0,0,0,0
playspac,0,0,0,0,0
pleas,0,0,0,0,0
pleasant,0,0,0,0,0
pleasei,0,0,0,0,0
pleasur,0,0,0,0,0
pleather,0,0,0,0,0
plenti,0,0,0,0,0
plop,0,0,0,0,0
plot,0,0,0,0,0
plu,0,0,0,0,0
pluck,0,0,0,0,0
plug,0,0,0,0,0
plump,0,0,0,0,0
pm,0,0,0,0,0
po,0,0,0,0,0
pocket,0,0,0,0,0
podcast,0,0,0,0,0
point,0,0,0,0,0
pointless,0,0,0,0,0
poison,0,0,0,0,0
poisoning,0,0,0,0,0
poke,0,0,0,0,0
pole,0,0,0,0,0
polic,0,0,0,0,0
policemen,0,0,0,0,0
polici,0,0,0,0,0
polish,0,0,0,0,0
polit,0,0,0,0,0
pollut,0,0,0,0,0
pomm,0,0,0,0,0
poni,0,0,0,0,0
pool,0,0,0,0,0
poop,0,0,0,0,0
poopi,0,0,0,0,0
poor,0,0,0,0,1
poorest,0,0,0,0,0
poorli,0,0,0,0,0
pop,0,0,0,0,0
popcorn,0,0,0,0,0
popey,0,0,0,0,0
popul,0,0,0,0,0
popular,0,0,0,0,0
pork,0,0,0,0,0
pornograph,0,0,0,0,0
port,0,0,0,0,0
porta,0,0,0,0,0
portfolio,0,0,0,0,0
portion,0,0,0,0,0
portland,0,0,0,0,0
portrait,0,0,0,0,0
pose,0,0,0,0,0
posh,0,0,0,0,0
posit,0,0,0,0,1
positivereason,0,0,0,0,0
poss,0,0,0,0,0
possess,0,0,0,0,0
possibl,0,0,0,0,0
possible,0,0,0,0,0
post,0,0,0,0,0
postal,0,0,0,0,0
poster,0,0,0,0,0
pot,0,0,0,0,0
potato,0,0,0,0,0
potenti,0,0,0,0,0
potti,0,0,0,0,0
pounc,0,0,0,0,0
pound,0,0,0,0,0
pounder,0,0,0,0,0
pour,0,0,0,0,0
povich,0,0,0,0,0
powder,0,0,0,0,0
power,0,0,0,0,0
pp,0,0,0,0,0
ppl,0,0,0,0,0
pple,0,0,0,0,0
pr,0,0,0,0,0
practic,0,0,0,0,0
practice,0,0,0,0,0
prairi,0,0,0,0,0
prais,0,0,0,0,0
prank,0,0,0,0,0
pray,0,0,0,0,0
pre,0,0,0,0,0
preacher,0,0,0,0,0
preciou,0,0,0,0,0
precis,0,0,0,0,0
precook,0,0,0,0,0
predat,0,0,0,0,0
predict,0,0,0,0,0
predominantli,0,0,0,0,0
prefab,0,0,0,0,0
prefac,0,0,0,0,0
prefer,0,0,0,0,0
preform,0,0,0,0,0
prejudic,0,0,0,0,0
premier,0,0,0,0,0
premis,0,0,0,0,0
premium,0,0,0,0,0
prep,0,0,0,0,0
prepackag,0,0,0,0,0
prepar,0,0,0,0,0
prepour,0,0,0,0,0
prerecord,0,0,0,0,0
prerequisit,0,0,0,0,0
present,0,0,0,0,0
presidents,0,0,0,0,0
press,0,0,0,0,0
pressur,0,0,0,0,0
prestigi,0,0,0,0,0
presum,0,0,0,0,0
pretend,0,0,0,0,0
pretti,0,0,0,0,0
prettiest,0,0,0,0,0
prevail,0,0,0,0,0
prevent,0,0,0,0,0
preview,0,0,0,0,0
previou,0,0,0,0,0
previous,0,0,0,0,0
prey,0,0,0,0,0
pri,0,0,0,0,0
price,0,0,0,0,0
priceless,0,0,0,0,0
pride,0,0,0,0,0
primarili,0,0,0,0,0
prime,0,0,0,0,0
print,0,0,0,0,0
prior,0,0,0,0,0
prioriti,0,0,0,0,0
priority,0,0,0,0,0
prison,0,0,0,0,0
pristin,0,0,0,0,0
privat,0,0,0,0,0
privileg,0,0,0,0,0
pro,0,0,0,0,0
prob,0,0,0,0,0
probabl,0,0,0,0,0
problem,0,0,0,0,0
problemat,0,0,0,0,0
problems,0,0,0,0,0
problemwith,0,0,0,0,0
proce,0,0,0,0,0
proceed,0,0,0,0,0
process,0,0,0,0,0
processor,0,0,0,0,0
procrastin,0,0,0,0,0
produc,0,0,0,0,0
product,0,0,0,0,0
profan,0,0,0,0,0
profession,0,0,0,0,0
professional,0,0,0,0,0
profil,0,0,0,0,0
profit,0,0,0,0,0
progress,0,0,0,0,0
prolli,0,0,0,0,0
promis,0,0,0,0,0
promo,0,0,0,0,0
promot,0,0,0,0,0
prompt,0,0,0,0,0
promptli,0,0,0,0,0
pronounc,0,0,0,0,0
pronto,0,0,0,0,0
proof,0,0,0,0,0
prop,0,0,0,0,0
propel,0,0,0,0,0
proper,0,0,0,0,0
properli,0,0,0,0,0
properti,0,0,0,0,0
proport,0,0,0,0,0
prostitut,0,0,0,0,0
protect,0,0,0,0,0
protein,0,0,0,0,0
protip,0,0,0,0,0
protocol,0,0,0,0,0
proud,0,0,0,0,0
prove,0,0,0,0,0
proven,0,0,0,0,0
proverbi,0,0,0,0,0
provid,0,0,0,0,0
prowess,0,0,0,0,0
proxim,0,0,0,0,0
pssh,0,0,0,0,0
psst,0,0,0,0,0
psychot,0,0,0,0,0
public,0,0,0,0,0
puck,0,0,0,0,0
puddl,0,0,0,0,0
puff,0,0,0,0,0
puke,0,0,0,0,0
pull,0,0,0,0,0
pullleeezzzee,0,0,0,0,0
puls,0,0,0,0,0
pulver,0,0,0,0,0
pump,0,0,0,0,0
pumpkin,0,0,0,0,0
punch,0,0,0,0,0
punish,0,0,0,0,0
puppi,0,0,0,0,0
pur,0,0,0,0,0
purchas,0,0,0,0,0
purchase,0,0,0,0,0
pure,0,0,0,0,0
purpl,0,0,0,0,0
purpos,0,0,0,0,0
purs,0,0,0,0,0
push,0,0,0,0,0
pushi,0,0,0,0,0
put,0,0,0,0,0
putrid,0,0,0,0,0
puzzl,0,0,0,0,0
qa,0,0,0,0,0
qrt,0,0,0,0,0
qt,0,0,0,0,0
qti,0,0,0,0,0
quadrupl,0,0,0,0,0
qualifi,0,0,0,0,0
qualiti,0,0,0,0,0
quality,0,0,0,0,0
qualm,0,0,0,0,0
quantiti,0,0,0,0,0
quart,0,0,0,0,0
quarter,0,0,0,0,0
quarterli,0,0,0,0,0
quarterpound,0,0,0,0,0
quasi,0,0,0,0,0
quater,0,0,0,0,0
que,0,0,0,0,0
queen,0,0,0,0,0
quench,0,0,0,0,0
quest,0,0,0,0,0
question,0,0,0,0,0
quibbl,0,0,0,0,0
quick,0,0,0,0,0
quicker,0,0,0,0,0
quickli,0,0,0,0,0
quickly,0,0,0,0,0
quiet,0,0,0,0,0
quilt,0,0,0,0,0
quit,0,0,0,0,0
quizno,0,0,0,0,0
quot,0,0,0,0,0
race,0,0,0,0,0
racist,0,0,0,0,0
rack,0,0,0,0,0
racket,0,0,0,0,0
radaway,0,0,0,0,0
radiat,0,0,0,0,0
radic,0,0,0,0,0
radio,0,0,0,0,0
radiu,0,0,0,0,0
rafiqi,0,0,0,0,0
rag,0,0,0,0,0
rage,0,0,0,0,0
raggedi,0,0,0,0,0
rahm,0,0,0,0,0
raid,0,0,0,0,0
rain,0,0,0,0,0
rainbow,0,0,0,0,0
raini,0,0,0,0,0
rais,0,0,0,0,0
raisin,0,0,0,0,0
ralli,0,0,0,0,0
rambl,0,0,0,0,0
rambuncti,0,0,0,0,0
rampant,0,0,0,0,0
ramsay,0,0,0,0,0
ran,0,0,0,0,0
ranch,0,0,0,0,0
rancid,0,0,0,0,0
rand,0,0,0,0,0
random,0,0,0,0,0
randomli,0,0,0,0,0
rang,0,0,0,0,0
rank,0,0,0,0,0
rant,0,0,0,0,0
rap,0,0,0,0,0
rape,0,0,0,0,0
rapid,0,0,0,0,0
rar,0,0,0,0,0
rare,0,0,0,0,0
rat,0,0,0,0,0
rate,0,0,0,0,0
rath,0,0,0,0,0
rather,0,0,0,0,0
ratio,0,0,0,0,0
ration,0,0,0,0,0
rave,0,0,0,0,0
raven,0,0,0,0,0
raw,0,0,0,0,0
ray,0,0,0,0,0
rayon,0,0,0,0,0
raze,0,0,0,0,0
razor,0,0,0,0,0
rd,0,0,0,0,0
reach,0,0,0,0,0
react,0,0,0,0,0
reaction,0,0,0,0,0
reactionary,0,0,0,0,0
read,0,0,0,0,0
reader,0,0,0,0,0
readi,0,0,0,0,0
readili,0,0,0,0,0
real,0,0,0,0,0
realist,0,0,0,0,0
realiti,0,0,0,0,0
realiz,0,0,0,0,0
realli,0,0,0,0,0
really,0,0,0,0,0
rear,0,0,0,0,0
reask,0,0,0,0,0
reason,0,0,0,0,0
rebelli,0,0,0,0,0
rebuild,0,0,0,0,0
rebuilt,0,0,0,0,0
recal,0,0,0,0,0
receipt,0,0,0,0,0
receiv,0,0,0,0,0
received,0,0,0,0,0
recent,0,0,0,0,0
recept,0,0,0,0,0
receptacl,0,0,0,0,0
reciev,0,0,0,0,0
recip,0,0,0,0,0
recogn,0,0,0,0,0
recomend,0,0,0,0,0
recommend,0,0,0,0,1
recommmend,0,0,0,0,0
reconstruct,0,0,0,0,0
recook,0,0,0,0,0
record,0,0,0,0,0
recours,0,0,0,0,0
recov,0,0,0,0,0
rectifi,0,0,0,0,0
recycl,0,0,0,0,0
red,0,0,0,0,0
redbox,0,0,0,0,0
redecor,0,0,0,0,0
redeem,0,0,0,0,0
redempt,0,0,0,0,0
redesign,0,0,0,0,0
redo,0,0,0,0,0
redon,0,0,0,0,0
redrop,0,0,0,0,0
reduc,0,0,0,0,0
reeehhhhhhhhhhhhhh,0,0,0,0,0
rees,0,0,0,0,0
reevalu,0,0,0,0,0
refer,0,0,0,0,0
refil,0,0,0,0,0
refills,0,0,0,0,0
reflect,0,0,0,0,1
reform,0,0,0,0,0
refresh,0,0,0,0,0
refri,0,0,0,0,0
refriger,0,0,0,0,0
refug,0,0,0,0,0
refund,0,0,0,0,0
refurbish,0,0,0,0,0
refus,0,0,0,0,0
regard,0,0,0,0,0
regardless,0,0,0,0,0
region,0,0,0,0,0
regist,0,1,0,0,0
register,0,0,0,0,0
registerr,0,0,0,0,0
regret,0,0,0,0,0
regul,0,0,0,0,0
regular,0,0,0,0,0
regularli,0,0,0,0,0
reheat,0,0,0,0,0
rei,0,0,0,0,0
reiley,0,0,0,0,0
reilli,0,0,0,0,0
reinforc,0,0,0,0,0
reiter,0,0,0,0,0
reject,0,0,0,0,0
rel,0,0,0,0,0
relat,0,0,0,0,0
relationship,0,0,0,0,0
relax,0,0,0,0,0
relay,0,0,0,0,0
releas,0,0,0,0,0
relented,0,0,0,0,0
reliabilti,0,0,0,0,0
reliabl,0,0,0,0,0
reliant,0,0,0,0,0
relief,0,0,0,0,0
reliev,0,0,0,0,0
religi,0,0,0,0,0
reluct,0,0,0,0,0
remad,0,0,0,0,0
remain,0,0,0,0,0
remak,0,0,0,0,0
remark,0,0,0,0,0
remedi,0,0,0,0,0
rememb,0,0,0,0,0
remember,0,0,0,0,0
remind,0,0,0,0,0
remodel,0,0,0,0,0
remot,0,0,0,0,0
remov,0,0,0,0,0
render,0,0,0,0,0
rendit,0,0,0,0,0
rennov,0,0,0,0,0
renov,0,0,0,0,0
renown,0,0,0,0,0
rent,0,0,0,0,0
rental,0,0,0,0,0
reopen,0,0,0,0,0
reorgan,0,0,0,0,0
rep,0,0,0,0,0
repeat,0,0,0,0,0
repeatedli,0,0,0,0,0
repercuss,0,0,0,0,0
replac,0,0,0,0,0
replacement,0,0,0,0,0
replenish,0,0,0,0,0
repli,0,0,1,0,0
replica,0,0,0,0,0
report,0,0,0,0,0
repres,0,0,0,0,0
repriev,0,0,0,0,0
reproduc,0,0,0,0,0
reput,0,0,0,0,0
request,0,0,0,0,0
requir,0,0,0,0,0
research,0,0,0,0,0
resel,0,0,0,0,0
resembl,0,0,0,0,0
reserv,0,0,0,0,0
reservedli,0,0,0,0,0
resid,0,0,0,0,0
residenti,0,0,0,0,0
residu,0,0,0,0,0
resist,0,0,0,0,0
resolut,0,0,0,0,0
resolv,0,0,0,0,0
resort,0,0,0,0,0
resourc,0,0,0,0,0
respect,0,0,0,0,0
respond,0,0,0,0,0
respons,0,0,0,0,0
rest,0,0,0,0,0
restaraunt,0,0,0,0,0
restaur,0,0,0,0,0
restaurant,0,0,0,0,0
restaurants,0,0,0,0,0
restor,0,0,0,0,0
restraint,0,0,0,0,0
restraunt,0,0,0,0,0
restroom,0,0,0,0,0
restur,0,0,0,0,0
resturaunt,0,0,0,0,0
result,0,0,0,0,0
retail,0,0,0,0,0
retard,0,0,0,0,0
retardli,0,0,0,0,0
rethink,0,0,0,0,0
retir,0,0,0,0,0
retrain,0,0,0,0,0
retriev,0,0,0,0,0
retriv,0,0,0,0,0
retro,0,0,0,0,0
retrospect,0,0,0,0,0
retun,0,0,0,0,0
return,0,0,0,0,0
revamp,0,0,0,0,0
reveal,0,0,0,0,0
reveiw,0,0,0,0,0
reverber,0,0,0,0,0
revers,0,0,0,0,0
review,0,0,0,0,2
revil,0,0,0,0,0
revisit,0,0,0,0,0
revolut,0,0,0,0,0
revolution,0,0,0,0,0
reward,0,0,0,0,0
rge,0,0,0,0,0
rib,0,0,0,0,0
rich,0,0,0,0,0
richardson,0,0,0,0,0
richie,0,0,0,0,0
richmond,0,0,0,0,0
ricki,0,0,0,0,0
rid,0,0,0,0,0
ridden,0,0,0,0,0
ride,0,0,0,0,0
ridgevil,0,0,0,0,0
ridicul,0,0,0,0,0
ridiculous,0,0,0,0,0
right,0,0,0,0,0
rim,0,0,0,0,0
ring,0,0,0,0,0
rins,0,0,0,0,0
rip,0,0,0,0,0
ripen,0,0,0,0,0
rippoff,0,0,0,0,0
ript,0,0,0,0,0
riptid,0,0,0,0,0
rise,0,0,0,0,0
risk,0,0,0,0,0
rita,0,0,0,0,0
ritual,0,0,0,0,0
river,0,0,0,0,0
riversid,0,0,0,0,0
riviera,0,0,0,0,0
roach,0,0,0,0,0
road,0,0,0,0,0
roadsid,0,0,0,0,0
roadtrip,0,0,0,0,0
rob,0,0,0,0,0
robberi,0,0,0,0,0
roberto,0,0,0,0,0
robot,0,0,0,0,0
rock,0,0,0,0,0
rocket,0,0,0,0,0
rodrigo,0,0,0,0,0
roja,0,0,0,0,0
rolando,0,0,0,0,0
roll,0,0,0,0,0
roller,0,0,0,0,0
ronald,0,0,0,0,0
roof,0,0,0,0,0
room,0,0,0,0,0
roommat,0,0,0,0,0
roosevelt,0,0,0,0,0
root,0,0,0,0,0
rosco,0,0,0,0,0
rotat,0,0,0,0,0
rough,0,0,0,0,0
round,0,0,0,0,0
roust,0,0,0,0,0
rout,0,0,0,0,0
routin,0,0,0,0,0
row,0,0,0,0,0
royal,0,0,0,0,0
rubberi,0,0,0,0,0
rubbl,0,0,0,0,0
rubble,0,0,0,0,0
rude,0,0,0,0,1
rudest,0,0,0,0,0
ruin,0,0,0,0,0
rule,0,0,0,0,0
rules,0,0,0,0,0
run,0,0,0,0,0
rung,0,0,0,0,0
runner,0,0,0,0,0
runni,0,0,0,0,0
rush,0,0,0,0,0
rv,0,0,0,0,0
saccharin,0,0,0,0,0
sack,0,0,0,0,0
sad,0,0,0,0,0
sadfac,0,0,0,0,0
sadli,0,0,0,0,0
safe,0,0,0,0,0
safer,0,0,0,0,0
safeti,0,0,0,0,0
safety,0,0,0,0,0
safey,0,0,0,0,0
saggi,0,0,0,0,0
sahara,0,0,0,0,0
said,0,0,2,0,0
sail,0,0,0,0,0
saint,0,0,0,0,0
sak,0,0,0,0,0
sake,0,0,0,0,0
salad,0,0,0,0,0
sale,0,0,0,0,0
salesman,0,0,0,0,0
saloon,0,0,0,0,0
salsa,0,0,0,0,0
salt,0,0,0,0,0
salti,0,0,0,0,0
salvador,0,0,0,0,0
sam,0,0,0,0,0
samantha,0,0,0,0,0
sameer,0,0,0,0,0
sampl,0,0,0,0,0
san,0,0,0,0,0
sand,0,0,0,0,0
sandi,0,0,0,0,0
sandwhich,0,0,0,0,0
sandwich,0,0,0,0,0
sandwiches,0,0,0,0,0
sandwichesdo,0,0,0,0,0
sane,0,0,0,0,0
sanit,0,0,0,0,0
sanitari,0,0,0,0,0
saniti,0,0,0,0,0
santa,0,0,0,0,0
sarah,0,0,0,0,0
sarcast,0,0,0,0,0
sat,0,0,0,0,0
satan,0,0,0,0,0
satisfact,0,0,0,0,0
satisfactori,0,0,0,0,0
satisfi,0,0,0,0,1
satisfied,0,0,0,0,0
satisfying,0,0,0,0,0
satur,0,0,0,0,0
saturday,0,0,0,0,0
saturdayb,0,0,0,0,0
sauc,0,0,0,0,0
sauce,0,0,0,0,0
sausag,0,0,0,0,0
sausage,0,0,0,0,0
save,0,0,0,0,0
savor,0,0,0,0,0
saw,0,0,1,0,0
say,0,1,0,1,0
scald,0,0,0,0,0
scale,0,0,0,0,0
scam,0,0,0,0,0
scarc,0,0,0,0,0
scare,0,0,0,0,0
scarf,0,0,0,0,0
scari,0,0,0,0,0
scatter,0,0,0,0,0
scaveng,0,0,0,0,0
scene,0,0,0,0,0
sceneri,0,0,0,0,0
schedul,0,0,0,0,0
scheme,0,0,0,0,0
schizophren,0,0,0,0,0
school,0,0,0,0,0
schooler,0,0,0,0,0
scienc,0,0,0,0,0
scientist,0,0,0,0,0
scorch,0,0,0,0,0
scott,0,0,0,0,0
scottish,0,0,0,0,0
scract,0,0,0,0,0
scrambl,0,0,0,0,0
scrape,0,0,0,0,0
scratch,0,0,0,0,0
scream,0,0,0,0,0
screaming,0,0,0,0,0
screen,0,0,0,0,0
screw,1,0,0,0,0
screwi,0,0,0,0,0
scum,0,0,0,0,0
scurri,0,0,0,0,0
se,0,0,0,0,0
sea,0,0,0,0,0
seafood,0,0,0,0,0
seal,0,0,0,0,0
seamlessli,0,0,0,0,0
sean,0,0,0,0,0
search,0,0,0,0,0
season,0,0,0,0,0
seat,0,0,0,0,0
seattl,0,0,0,0,0
second,0,0,0,0,0
secondari,0,0,0,0,0
secondli,0,0,0,0,0
secret,0,0,0,0,0
secretli,0,0,0,0,0
section,0,0,0,0,0
secur,0,0,0,0,0
see,0,0,1,1,0
seed,0,0,0,0,0
seedi,0,0,0,0,0
seedier,0,0,0,0,0
seek,0,0,0,0,0
seeker,0,0,0,0,0
seem,1,0,0,0,0
seemingli,0,0,0,0,0
seen,0,0,0,0,0
seep,0,0,0,0,0
seinfeld,0,0,0,0,0
sel,0,0,0,0,0
select,0,0,0,0,0
selena,0,0,0,0,0
self,0,0,0,0,0
sell,0,0,0,0,0
selv,0,0,0,0,0
semant,0,0,0,0,0
semi,0,0,0,0,0
send,0,0,0,0,0
senior,0,0,0,0,0
sens,0,0,0,0,0
sensit,0,0,0,0,0
sensor,0,0,0,0,0
sensori,0,0,0,0,0
sent,0,0,0,0,0
sentenc,0,0,0,0,0
separ,0,0,0,0,0
seper,0,0,0,0,0
seri,0,0,0,0,0
seriou,0,0,0,0,0
serious,0,0,0,0,0
seriously,0,0,0,0,0
serv,0,0,0,0,0
served,0,0,0,0,0
server,0,0,0,0,0
servic,0,1,0,0,2
service,0,0,0,0,0
servicealso,0,0,0,0,0
servicecold,0,0,0,0,0
sesam,0,0,0,0,0
set,0,0,0,0,0
settl,0,0,0,0,0
setup,0,0,0,0,0
seven,0,0,0,0,0
seventh,0,0,0,0,0
sever,0,0,0,0,0
sevic,0,0,0,0,0
sew,0,0,0,0,0
sewag,0,0,0,0,0
sewer,0,0,0,0,0
sewn,0,0,0,0,0
sex,0,0,0,0,0
sh,0,0,3,0,0
shade,0,0,0,0,0
shadi,0,0,0,0,0
shake,0,0,0,0,0
shakes,0,0,0,0,0
shall,0,0,0,0,0
sham,0,0,0,0,0
shame,0,0,0,0,0
shamrock,0,0,0,0,0
shape,0,0,0,0,0
share,0,0,0,0,0
sharp,0,0,0,0,0
sharpest,0,0,0,0,0
sharpli,0,0,0,0,0
shatter,0,0,0,0,0
shave,0,0,0,0,0
shavings,0,0,0,0,0
shawti,0,0,0,0,0
shear,0,0,0,0,0
shed,0,0,0,0,0
sheep,0,0,0,0,0
sheesh,0,0,0,0,0
sheet,0,0,0,0,0
shelf,0,0,0,0,0
shelter,0,0,0,0,0
sherwin,0,0,0,0,0
sherwood,0,0,0,0,0
shi,0,0,0,0,0
shift,0,0,0,0,0
shifter,0,0,0,0,0
shine,0,0,0,0,0
shini,0,0,0,0,0
ship,0,0,0,0,0
shirt,0,0,1,0,0
shit,0,0,0,0,0
shithol,0,0,0,0,0
shitti,0,0,0,0,0
shittier,0,0,0,0,0
shituat,0,0,0,0,0
shock,0,0,0,0,0
shocking,0,0,0,0,0
shoddi,0,0,0,0,0
shoe,0,0,0,0,0
shoot,0,0,0,0,0
shop,0,0,0,0,0
shopped,0,0,0,0,0
short,0,0,0,0,0
shortag,0,0,0,0,0
shortchang,0,0,0,0,0
shortest,0,0,0,0,0
shortli,0,0,0,0,0
shot,0,0,0,0,0
shoulder,0,0,0,0,0
shouldnt,0,0,0,0,0
shout,0,0,0,0,0
shove,0,0,0,0,0
show,0,0,0,0,0
shower,0,0,0,0,0
shown,0,0,0,0,0
shread,0,0,0,0,0
shred,0,0,0,0,0
shrine,0,0,0,0,0
shrivel,0,0,0,0,0
shrug,0,0,0,0,0
shrunk,0,0,0,0,0
shut,0,0,0,0,0
shuttl,0,0,0,0,0
si,0,0,0,0,0
sibl,0,0,0,0,0
sick,0,0,0,0,0
sickli,0,0,0,0,0
sid,0,0,0,0,0
side,0,0,0,0,1
sidenot,0,0,0,0,0
sider,0,0,0,0,0
sidewalk,0,0,0,0,0
sideway,0,0,0,0,0
sigh,0,0,0,0,1
sight,0,0,0,0,0
sign,0,0,0,0,0
signal,0,0,0,0,0
signedribbi,0,0,0,0,0
silenc,0,0,0,0,0
silent,0,0,0,0,0
silicon,0,0,0,0,0
silli,0,0,0,0,0
silver,0,0,0,0,0
silvia,0,0,0,0,0
similar,0,0,0,0,0
similarli,0,0,0,0,0
simpl,0,0,0,0,0
simplest,0,0,0,0,0
simpli,0,0,0,0,0
simultan,0,0,0,0,0
sin,0,0,0,0,0
sinc,0,0,0,0,0
sincer,0,0,0,0,0
sing,0,0,0,0,0
singer,0,0,0,0,0
singl,0,0,0,0,0
single,0,0,0,0,0
sink,0,0,0,0,0
sins,0,0,0,0,0
sip,0,0,0,0,0
sister,0,0,0,0,0
sit,0,0,0,0,0
site,0,0,0,0,0
sittin,0,0,0,0,0
situat,0,0,0,0,0
situation,0,0,0,0,0
six,0,0,0,0,0
size,0,0,0,0,0
sizzl,0,0,0,0,0
skeev,0,0,0,0,0
skeevi,0,0,0,0,0
skeptic,0,0,0,0,0
sketch,0,0,0,0,0
sketchi,0,0,0,0,0
skid,0,0,0,0,0
skill,0,0,0,0,0
skillet,0,0,0,0,0
skills,0,0,0,0,0
skim,0,0,0,0,0
skimp,0,0,0,0,0
skin,0,0,0,0,0
skinny,0,0,0,0,0
skip,0,0,0,0,0
sl,0,0,0,0,0
slam,0,0,0,0,0
slap,0,0,0,0,0
sleek,0,0,0,0,0
sleep,0,0,0,0,0
sleepi,0,0,0,0,0
sleev,0,0,0,0,0
slept,0,0,0,0,0
slice,0,0,0,0,0
slid,0,0,0,0,0
slide,0,0,0,0,0
slight,0,0,0,0,0
slightest,0,0,0,0,0
slightli,0,0,0,0,0
slim,0,0,0,0,0
slime,0,0,0,0,0
slimi,0,0,0,0,0
slip,0,0,0,0,0
slit,0,0,0,0,0
sllloooowwwww,0,0,0,0,0
slogan,0,0,0,0,0
sloiwest,0,0,0,0,0
sloowwwwww,0,0,0,0,0
sloppi,0,0,0,0,0
sloppili,0,0,0,0,0
slosh,0,0,0,0,0
sloth,0,0,0,0,0
slove,0,0,0,0,0
slow,0,0,0,0,0
slower,0,0,0,0,0
slowest,0,0,0,0,0
slowli,0,0,0,0,0
slu,0,0,0,0,0
sluggish,0,0,0,0,0
slump,0,0,0,0,0
slur,0,0,0,0,0
slurpe,0,0,0,0,0
slutti,0,0,0,0,0
smack,0,0,0,0,1
smal,0,0,0,0,0
small,0,0,0,0,0
smaller,0,0,0,0,0
smart,0,0,0,0,0
smarter,0,0,0,0,0
